contrato_id,titulo,contenido,longitud
contrato_01.txt,PRIMERA.,"PRIMERA.- OBJETO Y DESTINO Por medio del presente contrato, la parte arrendadora arrienda a la parte arrendataria el inmueble, quien lo acepta en las condiciones pactadas en este documento. El inmueble se arrienda como cuerpo cierto, por lo que la posible discrepancia entre la superficie real y la que se hubiera establecido en este contrato no afectará en más o en menos a la renta fijada en este documento. La parte arrendataria se obliga a utilizar el inmueble arrendado como vivienda habitual propia y de su familia, no pudiéndose variar dicho uso sin consentimiento escrito de la parte arrendadora. El incumplimiento de este precepto será motivo de resolución del contrato. El inmueble se pone a disposición de la parte arrendataria en el momento de la firma del presente contrato, manifestando ésta conocer su estado y ser apto para el fin al que se destina.",865
contrato_01.txt,SEGUNDA.,"SEGUNDA.- DURACIÓN, PRÓRROGAS Y FINALIZACIÓN DEL CONTRATO Duración.- El arrendamiento se pacta por un plazo inicial de UN AÑO. Las partes se someten expresamente a los sistemas de prórrogas y preavisos establecidos en los artículos 9.1 y 10.1 de la ley de arrendamientos urbanos (en adelante LAU). En virtud a la facultad concedida a las partes por los artículos 10.2 y 10.3 LAU., las partes hacen expresa renuncia a la aplicación de las prórrogas extraordinarias recogidas en dichos artículos. Artículo 9.3.- Necesidad del inmueble por el arrendador.- 3 Transcurrido el primer año de duración del contrato, no procederá la prórroga obligatoria si la parte arrendadora tuviera necesidad de ocupar la vivienda arrendada antes del transcurso de cinco años para destinarla a vivienda permanente para sí o sus familiares en primer grado de consanguinidad o por adopción o para su cónyuge en los supuestos de sentencia firme de separación, divorcio o nulidad matrimonial. Para que la parte arrendadora pueda ejercer este derecho recogido en el artículo 9.3 LAU., deberá comunicar a la parte arrendataria, al menos con dos meses de antelación a la fecha en que se vaya a necesitar la vivienda, la causa que motiva la necesidad de recuperar la vivienda, así como el deseo de que no se produzca la prórroga obligatoria del contrato. Podrá igualmente la parte arrendadora ejercer el derecho de recuperar la vivienda por la causa de necesidad establecida en el artículo 9.3 LAU, una vez transcurrido el quinto año de contrato. Artículo 11.- Desistimiento y/o desistimiento parcial.- En caso de existir un único arrendatario, podrá desistir del contrato una vez que hayan transcurrido al menos seis meses de arrendamiento y siempre que lo comunique al arrendador con un mínimo de treinta días. Llegado ese caso, el arrendatario indemnizará al arrendador con una cantidad equivalente a una mensualidad de la renta en vigor por cada anualidad de contrato que reste por cumplir. Los periodos de tiempo inferiores al año darán lugar a la parte proporcional de la indemnización. En caso de existir varios coarrendatarios y querer alguno de ellos desvincularse del contrato mediante desistimiento, solo cabrá tal desistimiento parcial en caso de aceptación expresa y por escrito tanto del arrendador como del resto de coarrendatarios, quedando estos últimos obligados, en adelante, al pago del 100% de la renta. Si no se diese tal aceptación, el coarrendatario que pretendiera desvincularse del contrato mediante desistimiento parcial seguirá siendo responsable solidario del pago de la renta, incluso aunque haya desalojado el inmueble, y lo seguirá siendo durante toda la duración del contrato, sus prórrogas legales e, incluso, durante las posibles tácitas reconducciones del contrato. Penalizaciones por determinados incumplimientos.- La parte arrendataria devolverá la posesión del inmueble a la arrendadora, libre de ocupantes, cuando llegue la fecha de finalización del contrato o de la correspondiente prórroga. De no devolverse la posesión del inmueble en ese momento, establecen las partes una cláusula penal, a pagar por la arrendataria a la arrendadora, equivalente al doble de la renta mensual que se viniere devengando al momento de llegar el vencimiento del contrato o de la vigente prórroga. La indemnización a pagar por la arrendataria a la arrendadora se calculará en atención a dicha cuantía y al número de días o meses de retraso en la devolución de la posesión. En caso de pretender la parte arrendataria dar por finalizado el contrato dentro de los cuatro primeros meses de vigencia, habrá de indemnizar a la parte arrendadora con las mensualidades de renta que faltaren hasta que el contrato cumpliese los seis meses de duración. Si la pretensión fuere dentro del quinto o sexto mes de vigencia, habrá de indemnizar a la arrendadora con las rentas que faltaren hasta que el contrato cumpla seis meses de vigencia, así como una mensualidad adicional.",3955
contrato_01.txt,TERCERA.,"TERCERA.- RENTA Y ACTUALIZACIÓN DE LA RENTA El arrendatario abonará al arrendador, en concepto de renta, la cantidad de ……………………… euros mensuales, debiendo hacerlo de forma anticipada dentro de los cinco primeros días de la mensualidad, mediante ingreso o transferencia bancaria en el número de cuenta ………………………………. El arrendatario hace entrega en este acto del primes mes de renta, sirviendo este documento como la más eficaz carta de pago. 4 [Advertencia.- Si el inmueble se encuentra en una zona declarada como “zona de mercado residencial tensionado” la renta de este contrato no podrá exceder de la que existía en el contrato anterior (aunque se puede actualizar dicha renta del contrato anterior, aplicando la cláusula de actualización de renta que tuviese el contrato anterior) si el arrendador es pequeño tenedor de viviendas. Si el arrendador fuera gran tenedor de viviendas, entonces la renta del nuevo contrato no podrá exceder de la del anterior contrato (aunque se permite actualización si había cláusula de actualización) o de la que diga el sistema de índices de precios de referencia (la más baja de ellas dos), si existiera en este momento]. El importe de la renta podrá ser actualizada, a solicitud del arrendador o del arrendatario, en la fecha en la que se cumpla cada año de vigencia del contrato, actualizándose en función de las variaciones porcentuales del IPC publicado por el Instituto Nacional de Estadística en un periodo de doce meses inmediatamente anteriores a la fecha de cada actualización, tomándose como mes de referencia para la primera actualización el que corresponda al último índice que estuviera publicado en la fecha de celebración del contrato, y en las sucesivas el que corresponda al último aplicado.",1745
contrato_01.txt,CUARTA.,"CUARTA.- GASTOS GENERALES Los gastos generales recogidos en el artículo 20.1 LAU. tales como la comunidad de propietarios, IBI., recogida de basura, etc., serán asumidos por la parte arrendadora (propietario). (Advertencia. En caso de que sea el inquilino quien vaya a pagar dichos gastos, para que esta cláusula sea válida y no se declare nula en el futuro, habrá de eliminarse el párrafo anterior y éste mismo párrafo, y habrá que poner lo siguiente: Los gastos generales recogidos en el artículo 20.1 LAU., serán asumidos por la parte arrendataria (inquilino), siendo el importe anual de dichos gastos, a fecha de este contrato, los siguientes: Comunidad de propietarios: …… euros IBI: ………………………………... euros Tasa de recogida de basura: ….. euros Etc…..) En base al artículo 20.2 LAU., acuerdan las partes que, en caso de incremento de la suma a pagar por tales conceptos, el arrendatario queda obligado a pagar la nueva suma que le haya notificado el arrendador, con el límite máximo que establece dicho artículo.",1016
contrato_01.txt,QUINTA.,"QUINTA.- SUMINISTROS El pago de los importes que deban pagarse por el consumo de suministros en el inmueble arrendado, serán en todo caso responsabilidad de la parte arrendataria. A elección de la arrendadora, los contratos de suministros podrán mantenerse a nombre de la arrendadora (pudiendo repercutir en tal caso la arrendadora a la arrendataria los importes cargados por los consumos producidos; o bien pudiendo exigir a la arrendataria que domicilie los cargos en la cuenta bancaria de ésta última); o bien podrá la arrendadora exigir a la arrendataria que ponga los contratos de suministros a nombre de ésta última, debiendo la arrendataria pagar los consumos directamente a las suministradoras. La arrendadora podrá notificar a la arrendataria, en cualquier momento de vigencia del contrato, la opción elegida, quedando la arrendataria obligada a actuar en base a la elección que le hubiera notificado la arrendadora y en los plazos que ésta le haya notificado. Será causa de resolución del contrato de 5 arrendamiento el incumplimiento por parte de la arrendataria de las directrices notificadas por la arrendadora.",1124
contrato_01.txt,SEXTA.,"SEXTA.- OBRAS Y REPARACIONES Las partes se someten a las normas contenidas en los artículos 21, 22, 23 y 24 LAU.",112
contrato_01.txt,SÉPTIMA.,"SÉPTIMA.- NORMAS DE CONVIVENCIA La parte arrendataria se someterá durante toda la vigencia del contrato a las normas de la comunidad de propietarios, especialmente las relativas a la convivencia. Se prohibe expresamente la estancia de cualquier tipo de animal en el inmueble, salvo autorización por escrito del arrendador.",322
contrato_01.txt,OCTAVA.,OCTAVA.- CESIÓN Y SUBARRIENDO El inmueble no se podrá ceder ni subarrendar de forma parcial ni total por el arrendatario sin previo consentimiento por escrito del arrendador. El incumplimiento de esta cláusula será causa de resolución del contrato.,248
contrato_01.txt,NOVENA.,"NOVENA.- DERECHO DE ADQUISICIÓN PREFERENTE La parte arrendataria renuncia expresamente al derecho de adquisición preferente, a tenor del artículo 25.8 LAU.",155
contrato_01.txt,DÉCIMA.,"DÉCIMA.- FIANZA Y OTRAS GARANTÍAS ADICIONALES La parte arrendataria entrega en este acto a la parte arrendadora un total de …............. euros en concepto de FIANZA, a tenor de establecido en el artículo 36.1 LAU., para garantizar el cumplimiento de sus obligaciones derivadas del presente contrato, equivalente a una mensualidad de renta. La parte arrendataria entrega en este acto a la parte arrendadora un total de …............. euros en concepto de GARANTÍA ADICIONAL, a tenor de lo establecido en el artículo 36.5 LAU., para garantizar el cumplimiento de sus obligaciones derivadas del presente contrato, equivalente a …............... mensualidades de renta. Las partes acuerdan que ni la fianza ni la garantía adicional podrán ser utilizadas para pretender sustituir y/o compensar el incumplimiento de la obligación de pago, por parte de la arrendataria, de ninguna mensualidad de renta, cantidad asimilada a renta o recibo de suministros. Por lo que acuerdan expresamente las partes que el hecho de no realizar el pago de cualquiera de dichos conceptos dentro del plazo pactado en este contrato suponen un incumplimiento de contrato, facultando a la parte arrendadora a tomar las acciones extrajudiciales y/o judiciales que a su derecho convengan, sin que el arrendatario pueda alegar la existencia de la fianza y/o la garantía adicional para sustituir o compensar dichos impagos. 6",1393
